mouse_id,genotype,session_id,seg_id,model,nll,aic,bic
495,WT,3,495__MOUSE PRL 7 to Reversal__3__WT__0.8,q-learning,59.8017942818536,123.603588563707,128.603207904368
495,WT,3,495__MOUSE PRL 7 to Reversal__3__WT__0.8,assymetric q-learning,59.2168848173457,124.433769634691,131.933198645682
495,WT,3,495__MOUSE PRL 7 to Reversal__3__WT__0.8,q-learning with stickiness,48.3092325782381,104.618465156476,114.617703837797
495,WT,3,495__MOUSE PRL 7 to Reversal__3__WT__0.8,q-learning dual-alpha with stickiness,48.2155432461582,106.431086492316,118.930134843968
495,WT,3,495__MOUSE PRL 7 to Reversal__3__WT__0.8,hmm,48.5495309414555,117.099061882911,142.097158586214
496,NL3,1,496__MOUSE PRL 7 to Reversal__1__NL3__0.8,random,62.3832462502151,126.76649250043,129.26630217076
496,NL3,1,496__MOUSE PRL 7 to Reversal__1__NL3__0.8,wsls,57.6400140617222,119.280028123444,124.279647464105
496,NL3,1,496__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning,60.4583858881099,124.91677177622,129.91639111688
496,NL3,1,496__MOUSE PRL 7 to Reversal__1__NL3__0.8,assymetric q-learning,59.5882248463334,125.176449692667,132.675878703658
496,NL3,1,496__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning with stickiness,55.7895753892624,119.579150778525,129.578389459846
496,NL3,1,496__MOUSE PRL 7 to Reversal__1__NL3__0.8,q-learning dual-alpha with stickiness,55.4187840214667,120.837568042933,133.336616394585
496,NL3,1,496__MOUSE PRL 7 to Reversal__1__NL3__0.8,hmm,57.2775917886442,134.555183577288,159.553280280591
496,NL3,2,496__MOUSE PRL 7 to Reversal__2__NL3__0.8,random,57.9545578000669,117.909115600134,120.408925270464
496,NL3,2,496__MOUSE PRL 7 to Reversal__2__NL3__0.8,wsls,55.9117756184885,115.823551236977,120.823170577637
496,NL3,2,496__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning,57.3686434440588,118.737286888118,123.736906228778
496,NL3,2,496__MOUSE PRL 7 to Reversal__2__NL3__0.8,assymetric q-learning,57.3686434440586,120.737286888117,128.236715899108
496,NL3,2,496__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning with stickiness,50.8011661947517,109.602332389503,119.601571070825
496,NL3,2,496__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning dual-alpha with stickiness,50.801166194724,111.602332389448,124.101380741099
496,NL3,2,496__MOUSE PRL 7 to Reversal__2__NL3__0.8,hmm,55.1431212687788,130.286242537558,155.28433924086
496,NL3,3,496__MOUSE PRL 7 to Reversal__3__NL3__0.8,random,59.666917811426,121.333835622852,123.833645293182
496,NL3,3,496__MOUSE PRL 7 to Reversal__3__NL3__0.8,wsls,53.4767898687613,110.953579737523,115.953199078183
496,NL3,3,496__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning,51.7219240049414,107.443848009883,112.443467350543
496,NL3,3,496__MOUSE PRL 7 to Reversal__3__NL3__0.8,assymetric q-learning,50.4557236878661,106.911447375732,114.410876386723
496,NL3,3,496__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning with stickiness,51.4541577288999,110.9083154578,120.907554139121
496,NL3,3,496__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning dual-alpha with stickiness,49.535965084103,109.071930168206,121.570978519857
